1.797366332444765291e-01,-8.253130819478518010e-01,-8.751491141400609131e-01
-7.242333545179981957e-01,4.507367845784073790e-01,-7.972276131728115445e+00
-1.968403815586339256e-01,7.449781576290508411e-01,3.238308602290608906e+00
-4.951687423663648779e-01,-7.290328050754710798e-01,-3.262276060934669708e+00
2.694294782657953302e-01,2.840670266644222952e-01,9.997648273538676023e+00
8.346924549563721207e-01,2.573865751555175496e-01,6.104464746101995409e+00
7.460014929514986459e-01,4.271019204162109784e-01,-9.785642268199424620e+00
1.011975476548023778e-01,-4.680905045699550460e-01,9.561403675625548715e+00
-1.652489551805815804e-01,-1.435750220151326140e-01,9.855559240768865692e+00
-7.394019394726873973e-01,-9.994099648736680663e-01,8.211019499158345170e+00
-6.500968343394430971e-01,-6.088819508618834586e-01,-6.620875756237403209e+00
4.229011794546777558e-01,3.791034081277846468e-01,9.425418064288543007e+00
8.723755827178125699e-01,-7.911278599804507650e-01,4.079414118761871322e+00
3.139425300620808379e-01,2.528870522279187405e-01,9.976544964674051386e+00
2.820472341132511662e-01,-9.276078793177244819e-01,-7.465725381356986823e+00
-3.269363417355177770e-01,-9.732782396724473095e-01,-9.889705410389883156e+00
-3.279767006037701549e-01,1.917496214562330881e-01,9.269663592700714716e+00
7.175618716287315291e-01,-1.140365434493750829e-01,-9.886829639026844418e+00
-5.385659766352399735e-01,-5.185463541282226974e-01,1.689193576364863780e+00
7.551886043899147527e-01,-3.506021072681546613e-01,-9.061654921764127124e+00
-5.865987388510844891e-01,-3.200151031109008670e-01,1.172210524171819257e+00
-5.820360845397385408e-01,7.441811436114231793e-01,-7.613105223887624895e+00
2.886076631548428750e-01,-2.383458198452472754e-01,9.997611781608139125e+00
-2.376400692637004042e-03,-5.304143417023567952e-01,9.161711371483315602e+00
1.133850759115722084e-01,1.794716726777192406e-01,9.914856914277038413e+00
-2.154387994520903238e-01,8.359854661922268004e-01,-2.735070947527912910e+00
6.643028121463179225e-02,1.941087558517522460e-01,9.902044485601850354e+00
4.965046691757708519e-01,9.711636488486494745e-01,-5.178316690716719073e+00
-2.208145922150017704e-02,-8.204426314647870200e-01,-9.317466198344355188e-01
-2.927619537388204130e-02,6.960115856936122114e-03,9.905833220417539664e+00
-2.086919814937211459e-01,7.179609663623729432e-01,4.446016541215463747e+00
-6.205949241661548044e-01,-5.033776109794552145e-01,-2.744991286816418796e+00
3.273494980767701623e-01,9.364586374932732937e-01,-7.446432969454334305e+00
8.344884876306379873e-01,9.975916431646780769e-01,-5.799327669037403155e+00
1.887997203805591440e-02,1.353989136465894028e-02,9.906137800648654235e+00
-4.370144541753107070e-01,2.330791609278426435e-02,7.663321686005369671e+00
5.566928393391366026e-01,-8.957560485410522855e-01,5.783549166570706390e+00
-4.616545635185238527e-01,5.544019528135324393e-02,7.016163433103640656e+00
-6.333918809864536037e-02,-7.864588005070460852e-01,1.346138042503961074e+00
4.879054377556244493e-01,8.849034486061067017e-01,2.542675678854245724e+00
-3.880721916429541452e-02,4.162609165833188740e-01,9.707656681716446911e+00
-6.259674131062058500e-01,-6.134169545579015725e-02,-8.888329933040429731e-01
-2.035513145688128134e-01,2.825004114091513863e-01,9.762811022620068613e+00
5.737062394439085278e-01,-2.120776333433096461e-01,2.572752205501693812e+00
-1.900513163888084556e-01,3.241482059991220854e-01,9.750923609016448168e+00
-7.893365885537579896e-01,-8.104559133820821160e-02,-9.596739809180778735e+00
-8.820694368284285325e-01,8.019235111803524330e-01,2.945039022699951214e+00
1.178702197848007227e-01,2.225039641216548514e-01,9.909991665169437525e+00
-5.893052768820596921e-01,8.266257220049120225e-01,-9.905839434617343287e+00
-3.818574467671485007e-01,-1.297616437898891917e-01,8.691720213805933071e+00
-7.830750707686211509e-01,-6.387232507139484206e-01,-9.714814953114306206e+00
3.965195109253023542e-01,2.974746386667286302e-01,9.594529474601145580e+00
7.437056792272489503e-02,-9.621736920824586203e-01,-9.768062412710690978e+00
2.158954644841262205e-01,2.113947625296133115e-01,9.973104982133030205e+00
6.923129162247685375e-01,-1.777808443829420604e-01,-8.639643540428956214e+00
6.423020040637865691e-01,2.077430434712561613e-01,-3.980402346919181156e+00
7.200315253263014359e-01,-5.075644945707908917e-01,-9.420324733702566178e+00
7.724692298124016254e-01,5.515402588756490587e-01,-8.781611609147688569e+00
8.450866199167847981e-01,3.905712754920358520e-01,7.637982109668620900e+00
7.123203701055080828e-02,-7.489820294075786311e-01,3.553803063083200708e+00
-6.662660830577387117e-01,3.016628713066624723e-01,-3.779543654414651677e+00
-4.535114437617058236e-01,6.896631657143683647e-01,3.323867439172862315e-01
9.516182259722070214e-01,-8.240926588727039981e-01,-2.701796503230613489e-01
4.637801944785777675e-01,5.099534931251465952e-01,9.352707681907240556e+00
7.524885768765781080e-01,3.646736350114099245e-01,-9.293213771925771027e+00
4.540498394909640023e-01,-2.827014403357617223e-01,8.641235299429080641e+00
-9.916439483393615362e-01,-2.026662662129430359e-02,-2.135392707406561286e+00
2.075767276094917513e-01,-2.008957377140316858e-01,9.968034852350239561e+00
2.304660276944778818e-01,5.110984128541753435e-01,9.586927478073745235e+00
-9.354506677175351559e-01,-1.462126048993250826e-02,-6.151809839321602524e+00
7.748483523393061567e-01,4.761082354388459503e-01,-7.721235424961138349e+00
3.193887800922552422e-01,-6.708028745158709505e-01,8.241222130224061360e+00
-3.842887543716850818e-01,-6.121649990724180590e-01,5.325744226700434680e+00
-3.084719785990623908e-01,-3.789010078534484904e-01,9.164560577788639861e+00
-4.269155897063849903e-01,5.046566532005183348e-01,6.317682524537194588e+00
6.649739699117303005e-01,-1.082915340958205963e-01,-6.322595935737632900e+00
-8.858558715946196482e-01,-9.984595229946207073e-01,8.468233818207025365e+00
